PUID,Name,Version,Extensions,Signatures?,MIMEType,Deprecated?
x-fmt/71,AutoCAD Source Menu File,,mns ,0,,
x-fmt/72,AutoCAD Template Menu File,,mnu ,0,,
x-fmt/73,Microsoft Outlook Address Book,,olk ,0,,
x-fmt/74,Microsoft Excel OLAP Query,,oqy ,0,,
x-fmt/75,Microsoft Outlook Personal Address Book,,pab ,1,,
x-fmt/76,CorelDraw Pattern,,pat ,0,,
x-fmt/77,AutoCAD Plot Configuration File,R14,pc2 ,0,,
x-fmt/78,AutoCAD Plot Configuration File,2000,pc3 ,1,,
x-fmt/79,AutoCAD Plot Configuration File,1.0-R13,pcp ,0,,
x-fmt/8,dBASE Database,II,dbf ,2,,
x-fmt/80,Macintosh PICT Image,1,pct pict ,2,image/x-pict,
x-fmt/81,Inkwriter/Notetaker Template,,pdt ,0,,
x-fmt/82,Lotus 1-2-3 Chart,,pic ,1,,
x-fmt/83,Hewlett Packard Vector Graphic Plotter File,,plt ,0,,
x-fmt/84,Microsoft Powerpoint Design Template,,pot ,0,,
x-fmt/85,Picture Publisher Bitmap,5,pp5 ,1,,
x-fmt/86,Microsoft Powerpoint Add-In,,ppa ,0,,
x-fmt/87,Microsoft Powerpoint Presentation Show,97-2003,pps ,0,application/vnd.ms-powerpoint,
x-fmt/88,Microsoft Powerpoint Presentation,4,ppt ,1 & container,application/vnd.ms-powerpoint,
x-fmt/89,Freelance File,1.0-2.1,pre ,0,,
x-fmt/9,dBASE Database,III,dbf ,1,,
x-fmt/90,Microsoft Print File,,prn ,0,,
x-fmt/91,Postscript,1,ps ,1,application/postscript,
x-fmt/92,Adobe Photoshop,,pdd psd ,1,image/vnd.adobe.photoshop,
x-fmt/93,Postscript Support File,,psf ,0,,
x-fmt/94,Pocket Word Document,,psw pwd ,1,,
x-fmt/95,Inkwriter/Notetaker Document,,pwi ,1,,
x-fmt/96,Pocket Word Template,,pwt ,0,,
x-fmt/97,Microsoft Excel OLE DB Query,,rqy ,0,,
x-fmt/98,AutoCAD ACIS Export File,,sat ,0,,
x-fmt/99,Schedule+ Contacts,,scd ,0,,
